incident_id;offense_id;offense_code;offense_code_extension;offense_type_id;offense_category_id;first_occurrence_date;incident_address;geo_x;geo_y;geo_lon;geo_lat;district_id;precinct_id;neighborhood_id;is_crime;is_traffic;victim_count
2023525;2,02353E+12;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/1/2023 4:26:00 AM;6900 E EVANS AVE;3,16682E+13;1,67233E+13;-1049073281;396778367;3;323;goldsmith;1;0;6
20231002;2,0231E+13;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/1/2023 12:00:00 AM;13400 E ALBROOK DR;3,1859E+13;1,70904E+13;-1048385759;397782557;5;521;montbello;1;0;1
20231473;2,02315E+13;1315;0;aggravated-assault;aggravated-assault;1/1/2023 6:33:00 PM;250 S DECATUR ST;3,13438E+13;1,68464E+13;-1050223338;397121686;4;411;valverde;1;0;1
2023746;2,02375E+12;1315;0;aggravated-assault;aggravated-assault;1/1/2023 6:51:00 AM;5100 LEETSDALE DR;3,16102E+13;1,68306E+13;-1049277006;397074059;3;322;washington-virginia-vale;1;0;1
2023295;2,0233E+12;1315;0;aggravated-assault;aggravated-assault;1/1/2023 1:40:00 AM;9201 E MISSISSIPPI AVE;3,17506E+13;1,68027E+13;-1048778466;396994933;3;321;windsor;1;0;1
2023890;2,02389E+12;1315;1;aggravated-assault-dv;aggravated-assault;1/1/2023 5:00:00 AM;;;;;;3;323;kennedy;1;0;1
2023542;2,02354E+12;1315;1;aggravated-assault-dv;aggravated-assault;1/1/2023 4:30:00 AM;;;;;;2;223;east-colfax;1;0;1
2023558;2,02356E+12;1315;2;menacing-felony-w-weap;aggravated-assault;1/1/2023 5:00:00 AM;3550 S HARLAN ST;3,12384E+13;1,66275E+13;-1050601887;396522186;4;423;bear-valley;1;0;1
20231504;2,02315E+13;1315;2;menacing-felony-w-weap;aggravated-assault;1/1/2023 6:30:00 PM;725 S KRAMERIA ST;3,1641E+13;1,68168E+13;-1049167603;397035691;3;322;washington-virginia-vale;1;0;1
2023326;2,02333E+12;1315;6;agg-aslt-shoot;aggravated-assault;1/1/2023 2:05:00 AM;1500 BLK COURT PL;3,14367E+13;1,69546E+13;-1049890933;397417219;6;611;cbd;1;0;2
20231616;2,02316E+13;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/1/2023 9:01:00 PM;19411 E 45TH AVE;3,20794E+13;1,70868E+13;-1047601880;397768202;5;523;gateway-green-valley-ranch;1;0;3
20232837;2,02328E+13;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/1/2023 11:30:00 PM;4103 W RADCLIFF AVE;3,12904E+13;1,6574E+13;-1050417994;396374635;4;423;fort-logan;1;0;7
20231748;2,02317E+13;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/1/2023 9:17:00 PM;4987 N EUGENE CT;3,19228E+13;1,71063E+13;-1048158668;397824964;5;521;montbello;1;0;1
20231608;2,02316E+13;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/1/2023 8:57:00 PM;5772 N CEYLON ST;3,20662E+13;1,71759E+13;-1047646382;398013084;5;522;dia;1;0;2
20231119;2,02311E+13;1315;0;aggravated-assault;aggravated-assault;1/1/2023 1:47:00 PM;2180 STOUT ST;3,14456E+13;1,69893E+13;-1049858657;397512366;6;621;five-points;1;0;1
20231643;2,02316E+13;1315;0;aggravated-assault;aggravated-assault;1/1/2023 9:00:00 PM;860 S ONEIDA ST;3,16728E+13;1,68076E+13;-1049054942;397009843;3;322;washington-virginia-vale;1;0;1
20232588;2,02326E+13;1315;1;aggravated-assault-dv;aggravated-assault;1/2/2023 1:00:00 PM;;;;;;3;313;university;1;0;1
20232715;2,02327E+13;1315;1;aggravated-assault-dv;aggravated-assault;1/2/2023 3:18:00 PM;;;;;;2;212;clayton;1;0;1
20231256;2,02313E+13;1315;2;menacing-felony-w-weap;aggravated-assault;1/1/2023 3:24:00 PM;4958 N PERTH CT;3,21499E+13;1,71159E+13;-1047350302;397846317;5;523;gateway-green-valley-ranch;1;0;1
20232862;2,02329E+13;1315;2;menacing-felony-w-weap;aggravated-assault;1/2/2023 4:51:00 PM;E 47TH AVE / N PEORIA ST;3,18352E+13;1,71053E+13;-1048470124;397823878;5;511;montbello;1;0;1
20232593;2,02326E+13;1315;2;menacing-felony-w-weap;aggravated-assault;1/2/2023 2:10:00 PM;378 N STUART ST;3,12857E+13;1,68847E+13;-1050429452;397227540;4;411;barnum-west;1;0;1
20233597;2,02336E+13;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/3/2023 2:00:00 AM;545 E YALE AVE;3,14615E+13;1,66856E+13;-1049808388;396678563;3;313;rosedale;1;0;1
20236307;2,02363E+13;1315;0;aggravated-assault;aggravated-assault;1/4/2023 5:00:00 PM;E CEDAR AVE / S JACKSON ST;3,15683E+13;1,68509E+13;-1049425518;397130640;3;311;cherry-creek;1;0;1
20232675;2,02327E+13;1315;0;aggravated-assault;aggravated-assault;1/2/2023 12:00:00 PM;20743 E 40TH AVE;3,21154E+13;1,70677E+13;-1047474439;397714877;5;523;gateway-green-valley-ranch;1;0;1
20234669;2,02347E+13;1315;0;aggravated-assault;aggravated-assault;1/3/2023 4:56:00 PM;1400 BLOCK E COLFAX AVE;3,1489E+13;1,69484E+13;-1049705227;397399570;6;622;cheesman-park;1;0;1
20235027;2,0235E+13;1315;0;aggravated-assault;aggravated-assault;1/3/2023 11:50:00 PM;1300 W COLFAX AVE;3,13959E+13;1,6947E+13;-1050036162;397397031;1;123;lincoln-park;1;0;2
20234666;2,02347E+13;1315;1;aggravated-assault-dv;aggravated-assault;1/3/2023 6:56:00 PM;;;;;;3;324;hampden-south;1;0;1
20233352;2,02334E+13;1315;1;aggravated-assault-dv;aggravated-assault;1/3/2023 12:41:00 AM;;;;;;1;121;west-colfax;1;0;1
20231843;2,02318E+13;1315;1;aggravated-assault-dv;aggravated-assault;1/2/2023 12:29:00 AM;;;;;;5;522;gateway-green-valley-ranch;1;0;1
20234107;2,02341E+13;1315;2;menacing-felony-w-weap;aggravated-assault;1/3/2023 1:17:00 PM;3730 N QUEBEC ST;3,16836E+13;1,70561E+13;-1049010667;397691850;5;512;central-park;1;0;1
20234823;2,02348E+13;1315;2;menacing-felony-w-weap;aggravated-assault;1/1/2023 2:55:00 AM;1700 BLK CHESTNUT PL;3,14016E+13;1,70037E+13;-1050014788;397552570;6;612;union-station;1;0;1
20234891;2,02349E+13;1315;2;menacing-felony-w-weap;aggravated-assault;1/3/2023 9:48:00 PM;100 N KNOX CT;3,13158E+13;1,68687E+13;-1050322597;397183250;4;411;barnum;1;0;1
20235662;2,02357E+13;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/4/2023 11:00:00 AM;1727 N PEARL ST;3,14617E+13;1,69626E+13;-1049802155;397438875;6;621;north-capitol-hill;1;0;1
20236887;2,02369E+13;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/4/2023 11:39:00 PM;5300 E THRILL PL;3,16149E+13;1,70319E+13;-1049255706;397626554;2;221;northeast-park-hill;1;0;4
20235201;2,02352E+13;1315;0;aggravated-assault;aggravated-assault;1/4/2023 4:56:00 AM;100 E 9TH AVE;3,14459E+13;1,6913E+13;-1049859089;397303097;6;623;capitol-hill;1;0;1
20235658;2,02357E+13;1315;0;aggravated-assault;aggravated-assault;1/4/2023 11:13:00 AM;W 10TH AVE / N BANNOCK ST;3,14337E+13;1,69193E+13;-1049902588;397320526;6;611;civic-center;1;0;1
202310972;2,02311E+14;1314;1;weapon-fire-into-occ-veh;aggravated-assault;1/7/2023 3:37:00 AM;10100 BLK E HARVARD AVE;3,17717E+13;1,67015E+13;-1048706258;396716665;3;323;hampden;1;0;1
202310092;2,0231E+14;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/5/2023 8:40:00 PM;1873 S MEADE ST;3,1304E+13;1,67401E+13;-1050366768;396830325;4;421;mar-lee;1;0;2
20236647;2,02366E+13;1315;0;aggravated-assault;aggravated-assault;1/4/2023 8:51:00 PM;3790 N QUEBEC ST;3,1681E+13;1,70562E+13;-1049020021;397692035;5;512;central-park;1;0;1
202313425;2,02313E+14;1315;0;aggravated-assault;aggravated-assault;1/8/2023 2:35:00 PM;2800 W ALAMEDA AVE;3,13419E+13;1,68414E+13;-1050230434;397107879;4;412;athmar-park;1;0;1
202312515;2,02313E+14;1315;0;aggravated-assault;aggravated-assault;1/7/2023 11:40:00 PM;18TH ST / WAZEE ST;3,14125E+13;1,69958E+13;-1049976246;397530828;6;612;union-station;1;0;4
20236508;2,02365E+13;1315;0;aggravated-assault;aggravated-assault;1/4/2023 7:20:00 PM;2300 BLOCK TREMONT PL;3,14609E+13;1,69853E+13;-1049804431;397501339;6;621;five-points;1;0;5
202312545;2,02313E+14;1315;0;aggravated-assault;aggravated-assault;1/7/2023 11:52:00 PM;1700 WEWATTA ST;3,14027E+13;1,69988E+13;-1050011007;397539157;6;612;union-station;1;0;1
202312492;2,02312E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/8/2023 12:18:00 AM;5100 BLOCK E 46TH AVE;3,16065E+13;1,70952E+13;-1049284274;397800604;2;221;northeast-park-hill;1;0;1
202312656;2,02313E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/8/2023 1:43:00 AM;1428 W MISSISSIPPI AVE;3,13936E+13;1,67895E+13;-1050047537;396964642;4;422;ruby-hill;1;0;1
202310910;2,02311E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/7/2023 2:08:00 AM;1532 WELTON ST;3,14284E+13;1,69623E+13;-1049920293;397438649;6;611;cbd;1;0;1
20234837;2,02348E+13;1315;2;menacing-felony-w-weap;aggravated-assault;1/3/2023 6:00:00 PM;550 N BRYANT ST;3,13548E+13;1,68914E+13;-1050183390;397245171;4;411;valverde;1;0;1
202312738;2,02313E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/8/2023 3:10:00 AM;900 BLK S HAZEL CT;3,13305E+13;1,68026E+13;-1050271386;397001746;4;412;westwood;1;0;1
202310152;2,0231E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/6/2023 5:22:00 PM;I70 HWYEB / N HAVANA ST;3,17823E+13;1,70803E+13;-1048658890;397756333;5;511;central-park;1;0;1
202310551;2,02311E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/6/2023 9:33:00 PM;W ALAMEDA AVE / S SANTA FE DR;3,14147E+13;1,68432E+13;-1049971426;397111934;3;311;baker;1;0;1
202314080;2,02314E+14;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/8/2023 10:01:00 PM;3246 N HIGH ST;3,15058E+13;1,70321E+13;-1049643878;397628851;2;211;cole;1;0;1
202314513;2,02315E+14;1315;0;aggravated-assault;aggravated-assault;1/9/2023 6:40:00 AM;1701 CHESTNUT PL;3,13992E+13;1,70023E+13;-1050023421;397548928;6;612;union-station;1;0;1
202315750;2,02316E+14;1315;0;aggravated-assault;aggravated-assault;1/9/2023 9:49:00 PM;4900 N TRENTON ST;3,16976E+13;1,71169E+13;-1048959391;397858444;5;511;central-park;1;0;2
202313993;2,02314E+14;1315;0;aggravated-assault;aggravated-assault;1/8/2023 9:45:00 PM;4766 N PEORIA ST;3,18399E+13;1,711E+13;-1048453459;397836743;5;521;montbello;1;0;1
202314162;2,02314E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/8/2023 11:02:00 PM;;;;;;3;311;speer;1;0;1
202315055;2,02315E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/9/2023 1:15:00 PM;5105 W ALAMEDA AVE;3,12595E+13;1,68443E+13;-1050522979;397117210;4;411;barnum-west;1;0;1
202314857;2,02315E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/9/2023 11:00:00 AM;I25 HWYNB / E YALE AVE;3,16171E+13;1,66857E+13;-1049255737;396676295;3;323;goldsmith;1;0;1
202314299;2,02314E+14;1315;6;agg-aslt-shoot;aggravated-assault;1/9/2023 1:27:00 AM;1400 BLOCK 18TH ST;3,14167E+13;1,69914E+13;-1049961503;397518659;6;612;union-station;1;0;1
202316764;2,02317E+14;1315;0;aggravated-assault;aggravated-assault;1/10/2023 3:02:00 PM;4800 N TELLURIDE ST;3,20194E+13;1,71185E+13;-1047814341;397856488;5;522;gateway-green-valley-ranch;1;0;1
202315728;2,02316E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/9/2023 8:49:00 PM;;;;;;6;623;capitol-hill;1;0;1
202315851;2,02316E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/9/2023 10:00:00 PM;;;;;;3;323;kennedy;1;0;1
202315910;2,02316E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/9/2023 11:07:00 PM;500 BLK E COLFAX AVE;3,146E+13;1,69495E+13;-1049808218;397402938;6;621;north-capitol-hill;1;0;1
202316053;2,02316E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/10/2023 1:41:00 AM;2202 N DOWNING ST;3,14818E+13;1,6984E+13;-1049730202;397497331;6;622;city-park-west;1;0;1
202316090;2,02316E+14;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/10/2023 2:44:00 AM;5190 N BROADWAY ST;3,14403E+13;1,71331E+13;-1049874620;397907311;1;112;globeville;1;0;5
202318377;2,02318E+14;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/11/2023 10:34:00 AM;3278 N DAHLIA ST;3,16008E+13;1,70343E+13;-1049305771;397633303;2;221;northeast-park-hill;1;0;2
202317976;2,02318E+14;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/11/2023 5:59:00 AM;1510 W BYERS PL;3,13804E+13;1,68454E+13;-1050093479;397118269;4;411;valverde;1;0;5
202318414;2,02318E+14;1315;0;aggravated-assault;aggravated-assault;1/11/2023 10:50:00 AM;4672 N GENOA ST;3,20858E+13;1,71026E+13;-1047578796;397811212;5;523;gateway-green-valley-ranch;1;0;1
202318848;2,02319E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/10/2023 10:00:00 PM;;;;;;1;112;sunnyside;1;0;1
202317704;2,02318E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/10/2023 10:50:00 PM;E 51ST AVE / N HAVANA ST;3,17819E+13;1,71335E+13;-1048659099;397902381;5;511;montbello;1;0;4
202318845;2,02319E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/11/2023 3:00:00 PM;1855 WELTON ST;3,14389E+13;1,69734E+13;-1049882875;397468850;6;611;cbd;1;0;1
202317732;2,02318E+14;1315;6;agg-aslt-shoot;aggravated-assault;1/10/2023 11:32:00 PM;1527 W 44TH AVE;3,13899E+13;1,7082E+13;-1050055168;397767802;1;112;sunnyside;1;0;1
202320878;2,02321E+14;1315;0;aggravated-assault;aggravated-assault;1/12/2023 4:17:00 PM;1000 S DECATUR ST;3,1344E+13;1,67964E+13;-1050223704;396984313;4;412;athmar-park;1;0;1
202319573;2,0232E+14;1315;0;aggravated-assault;aggravated-assault;1/11/2023 11:53:00 PM;2100 BLK DELGANY ST;3,14133E+13;1,70137E+13;-1049973121;397579790;6;612;five-points;1;0;1
202319924;2,0232E+14;1315;0;aggravated-assault;aggravated-assault;1/12/2023 6:30:00 AM;N BROADWAY ST / BLAKE ST;3,14402E+13;1,7019E+13;-1049877445;397593955;2;211;five-points;1;0;1
202321210;2,02321E+14;1315;0;aggravated-assault;aggravated-assault;1/12/2023 6:10:00 PM;4600 N HUMBOLDT ST;3,14901E+13;1,70911E+13;-1049698283;397791231;2;212;elyria-swansea;1;0;1
202321357;2,02321E+14;1315;0;aggravated-assault;aggravated-assault;1/12/2023 8:10:00 PM;1701 CHESTNUT PL;3,13992E+13;1,70023E+13;-1050023421;397548928;6;612;union-station;1;0;1
202319307;2,02319E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/11/2023 5:00:00 PM;;;;;;5;511;montbello;1;0;1
202320398;2,0232E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/12/2023 12:12:00 PM;;;;;;2;213;skyland;1;0;1
202320077;2,0232E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/12/2023 9:10:00 AM;2999 N DOWNING ST;3,14805E+13;1,70191E+13;-1049734172;397593817;2;211;five-points;1;0;1
202320875;2,02321E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/12/2023 3:48:00 PM;901 W 14TH AVE;3,14084E+13;1,69446E+13;-1049991974;397390420;1;123;lincoln-park;1;0;1
202319549;2,0232E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/11/2023 10:50:00 PM;1100 BLK N BROADWAY ST;3,14406E+13;1,69289E+13;-1049877863;397346773;6;611;civic-center;1;0;1
202325952;2,02326E+14;1314;1;weapon-fire-into-occ-veh;aggravated-assault;1/15/2023 7:00:00 AM;2300 BLOCK E 14TH AVE;3,152E+13;1,69427E+13;-1049595224;397383202;2;213;congress-park;1;0;1
202325783;2,02326E+14;1314;1;weapon-fire-into-occ-veh;aggravated-assault;1/15/2023 4:15:00 AM;700 BLK N MARIPOSA ST;3,13981E+13;1,69026E+13;-1050029417;397275113;1;123;lincoln-park;1;0;2
202323006;2,02323E+14;1315;0;aggravated-assault;aggravated-assault;1/13/2023 4:24:00 PM;8200 E SMITH RD;3,17099E+13;1,70599E+13;-1048917267;397701885;5;512;central-park;1;0;1
202326785;2,02327E+14;1315;0;aggravated-assault;aggravated-assault;1/15/2023 7:00:00 PM;600 BLOCK N WILLIAMS ST;3,15033E+13;1,68967E+13;-1049655424;397257441;3;311;country-club;1;0;1
202324401;2,02324E+14;1315;0;aggravated-assault;aggravated-assault;1/14/2023 11:51:00 AM;1515 N VINE ST;3,15117E+13;1,695E+13;-1049624477;397403404;6;622;city-park-west;1;0;1
202321648;2,02322E+14;1315;0;aggravated-assault;aggravated-assault;1/13/2023 12:01:00 AM;1548 N OGDEN ST;3,1478E+13;1,6952E+13;-1049744196;397409627;6;621;north-capitol-hill;1;0;1
202325004;2,02325E+14;1315;0;aggravated-assault;aggravated-assault;1/14/2023 6:42:00 PM;E COLFAX AVE / N GAYLORD ST;3,15157E+13;1,69487E+13;-1049610138;397399879;6;622;cheesman-park;1;0;1
202326559;2,02327E+14;1315;0;aggravated-assault;aggravated-assault;1/15/2023 4:39:00 PM;E 56TH AVE / N TOWER RD;3,20452E+13;1,71648E+13;-1047721222;397983021;5;522;gateway-green-valley-ranch;1;0;1
202322738;2,02323E+14;1315;0;aggravated-assault;aggravated-assault;1/13/2023 2:46:00 PM;17TH ST / CALIFORNIA ST;3,14314E+13;1,69705E+13;-1049909674;397461170;6;611;cbd;1;0;1
202322349;2,02322E+14;1315;0;aggravated-assault;aggravated-assault;1/9/2023 2:30:00 PM;8500 W CRESTLINE AVE;3,11453E+13;1,65008E+13;-1050934360;396175657;4;423;marston;1;0;1
202326706;2,02327E+14;1315;0;aggravated-assault;aggravated-assault;1/15/2023 6:50:00 PM;4330 E 48TH AVE;3,15828E+13;1,7104E+13;-1049368366;397825085;2;221;northeast-park-hill;1;0;1
202325643;2,02326E+14;1315;0;aggravated-assault;aggravated-assault;1/15/2023 12:30:00 AM;1037 N BROADWAY ST;3,1441E+13;1,69221E+13;-1049876506;397328100;6;611;civic-center;1;0;1
202325868;2,02326E+14;1315;0;aggravated-assault;aggravated-assault;1/15/2023 2:00:00 AM;770 N SHERIDAN BLVD;3,1258E+13;1,69064E+13;-1050527545;397287571;1;122;villa-park;1;0;1
202321278;2,02321E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/12/2023 7:40:00 PM;;;;;;4;423;marston;1;0;1
202325081;2,02325E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/14/2023 5:30:00 AM;2301 LAWRENCE ST;3,14397E+13;1,70052E+13;-1049879392;397556271;6;612;five-points;1;0;1
202326438;2,02326E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/15/2023 4:25:00 AM;40 N OGDEN ST;3,14756E+13;1,68655E+13;-1049754542;397172124;3;311;speer;1;0;1
202322767;2,02323E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/13/2023 2:53:00 PM;621 S LINCOLN ST;3,14444E+13;1,68216E+13;-1049866224;397052126;3;312;washington-park-west;1;0;1
202323883;2,02324E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/14/2023 1:54:00 AM;W 11TH AVE / N ACOMA ST;3,14376E+13;1,69259E+13;-1049888448;397338529;6;611;civic-center;1;0;1
202321794;2,02322E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/13/2023 3:25:00 AM;4310 N AIRPORT WAY;3,19815E+13;1,70782E+13;-1047950555;397746732;5;522;gateway-green-valley-ranch;1;0;1
202324406;2,02324E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/14/2023 11:30:00 AM;1555 N XAVIER ST;3,12646E+13;1,69516E+13;-1050503249;397411592;1;121;west-colfax;1;0;1
202326442;2,02326E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/14/2023 7:00:00 PM;2015 S DEPEW ST;3,12453E+13;1,6728E+13;-1050575714;396798076;4;421;harvey-park;1;0;1
202328376;2,02328E+14;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/16/2023 6:01:00 PM;3350 N VINE ST;3,15128E+13;1,7037E+13;-1049618625;397642407;2;211;cole;1;0;5
202327028;2,02327E+14;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/15/2023 10:23:00 PM;770 N SHERIDAN BLVD;3,1258E+13;1,69064E+13;-1050527545;397287571;1;122;villa-park;1;0;2
202327039;2,02327E+14;1315;0;aggravated-assault;aggravated-assault;1/15/2023 10:30:00 PM;1450 GLENARM PL;3,1429E+13;1,69568E+13;-1049918589;397423543;6;611;cbd;1;0;1
202325282;2,02325E+14;1315;0;aggravated-assault;aggravated-assault;1/14/2023 9:56:00 PM;E BRUCE RANDOLPH AVE / N COLORADO BLVD;3,15727E+13;1,70382E+13;-1049405707;397644736;2;221;clayton;1;0;1
202326338;2,02326E+14;1315;0;aggravated-assault;aggravated-assault;1/15/2023 1:57:00 PM;I70 HWYWB / N WASHINGTON ST;3,14639E+13;1,7093E+13;-1049791603;397796753;1;112;globeville;1;0;1
202327445;2,02327E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/16/2023 6:40:00 AM;;;;;;2;212;elyria-swansea;1;0;1
202327224;2,02327E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/16/2023 1:43:00 AM;1901 29TH ST;3,14405E+13;1,70416E+13;-1049875995;397656046;6;612;five-points;1;0;1
202327110;2,02327E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/15/2023 11:27:00 PM;1800 BLK N VINE ST;3,15132E+13;1,69687E+13;-1049618820;397454769;6;622;city-park-west;1;0;1
202328223;2,02328E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/16/2023 4:17:00 PM;1425 N XENIA ST;3,17263E+13;1,69473E+13;-1048861528;397392341;2;223;east-colfax;1;0;1
202328094;2,02328E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/16/2023 2:50:00 PM;400 BLK 17TH ST;3,14365E+13;1,69624E+13;-1049891522;397438772;6;611;cbd;1;0;1
202328652;2,02329E+14;1314;2;weapon-fire-into-occ-bldg;aggravated-assault;1/16/2023 9:35:00 PM;1011 S VALENTIA ST;3,17098E+13;1,67995E+13;-1048923642;396986990;3;321;windsor;1;0;1
202313745;2,02314E+14;1315;0;aggravated-assault;aggravated-assault;1/8/2023 6:02:00 PM;3105 W ARKANSAS AVE;3,13326E+13;1,67721E+13;-1050264738;396917878;4;421;mar-lee;1;0;1
202314260;2,02314E+14;1315;0;aggravated-assault;aggravated-assault;1/9/2023 12:38:00 AM;1400 BLK N UINTA ST;3,17084E+13;1,69488E+13;-1048925177;397396680;2;223;east-colfax;1;0;4
202329035;2,02329E+14;1315;0;aggravated-assault;aggravated-assault;1/17/2023 4:00:00 AM;1420 N XENIA ST;3,1728E+13;1,69466E+13;-1048855286;397390469;2;223;east-colfax;1;0;1
202329122;2,02329E+14;1315;0;aggravated-assault;aggravated-assault;1/17/2023 6:32:00 AM;300 BLOCK E 20TH AVE;3,14528E+13;1,69756E+13;-1049833576;397474811;6;621;north-capitol-hill;1;0;1
202328760;2,02329E+14;1315;0;aggravated-assault;aggravated-assault;1/16/2023 10:17:00 PM;859 N JULIAN ST;3,13183E+13;1,69127E+13;-1050313009;397304141;1;122;villa-park;1;0;1
202325642;2,02326E+14;1315;0;aggravated-assault;aggravated-assault;1/15/2023 2:05:00 AM;20TH ST / LAWRENCE ST;3,14292E+13;1,6993E+13;-1049916944;397522887;6;611;union-station;1;0;1
202328742;2,02329E+14;1315;0;aggravated-assault;aggravated-assault;1/16/2023 10:40:00 PM;4889 W TENNESSEE AVE;3,12667E+13;1,67946E+13;-1050498263;396980537;4;412;westwood;1;0;1
202326476;2,02326E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/15/2023 12:00:00 PM;;;;;;4;423;fort-logan;1;0;1
202330465;2,0233E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/17/2023 3:29:00 PM;5200 BLK N FAIRPLAY ST;3,19317E+13;1,71313E+13;-1048126010;397893351;5;521;montbello;1;0;1
202329728;2,0233E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/17/2023 12:15:00 PM;I25 HWYNB / AURARIA PKWY;3,1365E+13;1,69552E+13;-1050146131;397420029;1;123;auraria;1;0;1
202328300;2,02328E+14;1315;6;agg-aslt-shoot;aggravated-assault;1/16/2023 5:07:00 PM;3298 N HUDSON ST;3,16196E+13;1,70349E+13;-1049238814;397634762;2;221;northeast-park-hill;1;0;1
202328925;2,02329E+14;1315;6;agg-aslt-shoot;aggravated-assault;1/17/2023 1:58:00 AM;00 BLK E 10TH AVE;3,14421E+13;1,69191E+13;-1049872585;397319737;6;623;capitol-hill;1;0;1
202330872;2,02331E+14;1315;0;aggravated-assault;aggravated-assault;1/18/2023 12:40:00 AM;1355 N PEARL ST;3,14618E+13;1,69402E+13;-1049802113;397377408;6;623;capitol-hill;1;0;1
202329959;2,0233E+14;1315;0;aggravated-assault;aggravated-assault;1/17/2023 2:15:00 PM;700 BLK N HUDSON ST;3,1622E+13;1,69036E+13;-1049233383;397274336;2;222;hale;1;0;1
202330692;2,02331E+14;1315;1;aggravated-assault-dv;aggravated-assault;1/17/2023 3:00:00 PM;;;;;;2;211;five-points;1;0;1
202328134;2,02328E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/16/2023 3:14:00 PM;4310 N DURHAM CT;3,19018E+13;1,70751E+13;-1048233892;397739747;5;521;montbello;1;0;1
202330826;2,02331E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/17/2023 11:30:00 PM;3800 BLK S QUEBEC ST;3,16796E+13;1,66076E+13;-1049035443;396460675;3;324;hampden-south;1;0;1
202330976;2,02331E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/17/2023 11:28:00 PM;5190 N BROADWAY ST;3,14403E+13;1,71331E+13;-1049874620;397907311;1;112;globeville;1;0;2
202332006;2,02332E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/18/2023 7:33:00 PM;E 31ST AVE / N HIGH ST;3,15049E+13;1,70242E+13;-1049647243;397607371;2;211;whittier;1;0;1
202327104;2,02327E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/9/2023 6:00:00 PM;E COLFAX AVE / N GRAPE ST;3,16181E+13;1,69499E+13;-1049246100;397401450;2;222;hale;1;0;1
202330534;2,02331E+14;1315;2;menacing-felony-w-weap;aggravated-assault;1/17/2023 7:00:00 PM;E QUINCY AVE / S TAMARAC DR;3,17104E+13;1,65809E+13;-1048926846;396386707;3;324;hampden-south;1;0;1
